,carparkID,slotOccupancy,dayOfWeek,year,month,timeOfDay
206,1,105,1,2020,3,1026
207,1,106,1,2020,3,1027
208,1,103,1,2020,3,1028
209,1,98,1,2020,3,1029
210,1,92,1,2020,3,1030
211,1,99,1,2020,3,1031
212,1,109,1,2020,3,1032
213,1,107,1,2020,3,1033
214,1,103,1,2020,3,1034
215,1,107,1,2020,3,1035
216,1,112,1,2020,3,1036
217,1,102,1,2020,3,1037
218,1,103,1,2020,3,1038
219,1,105,1,2020,3,1039
220,1,106,1,2020,3,1040
221,1,98,1,2020,3,1041
222,1,99,1,2020,3,1042
223,1,101,1,2020,3,1043
224,1,94,1,2020,3,1044
225,1,108,1,2020,3,1045
226,1,98,1,2020,3,1046
227,1,110,1,2020,3,1047
228,1,95,1,2020,3,1048
229,1,103,1,2020,3,1049
230,1,109,1,2020,3,1050
231,1,113,1,2020,3,1051
232,1,98,1,2020,3,1052
233,1,110,1,2020,3,1053
234,1,117,1,2020,3,1054
235,1,109,1,2020,3,1055
236,1,101,1,2020,3,1056
237,1,98,1,2020,3,1057
238,1,98,1,2020,3,1058
239,1,105,1,2020,3,1059
240,1,99,1,2020,3,1100
241,1,126,1,2020,3,1101
242,1,98,1,2020,3,1102
243,1,99,1,2020,3,1103
244,1,106,1,2020,3,1104
245,1,105,1,2020,3,1105
246,1,96,1,2020,3,1106
247,1,112,1,2020,3,1107
248,1,106,1,2020,3,1108
249,1,105,1,2020,3,1109
250,1,112,1,2020,3,1110
251,1,104,1,2020,3,1111
252,1,106,1,2020,3,1112
253,1,95,1,2020,3,1113
254,1,91,1,2020,3,1114
255,1,98,1,2020,3,1115
256,1,107,1,2020,3,1116
257,1,95,1,2020,3,1117
258,1,117,1,2020,3,1118
259,1,104,1,2020,3,1119
260,1,110,1,2020,3,1120
261,1,102,1,2020,3,1121
262,1,119,1,2020,3,1122
263,1,95,1,2020,3,1123
264,1,116,1,2020,3,1124
265,1,107,1,2020,3,1125
266,1,105,1,2020,3,1126
267,1,104,1,2020,3,1127
268,1,93,1,2020,3,1128
269,1,100,1,2020,3,1129
270,1,105,1,2020,3,1130
271,1,109,1,2020,3,1131
272,1,108,1,2020,3,1132
273,1,99,1,2020,3,1133
274,1,103,1,2020,3,1134
275,1,125,1,2020,3,1135
276,1,103,1,2020,3,1136
277,1,105,1,2020,3,1137
278,1,119,1,2020,3,1138
279,1,109,1,2020,3,1139
280,1,108,1,2020,3,1140
281,1,112,1,2020,3,1141
282,1,95,1,2020,3,1142
283,1,112,1,2020,3,1143
284,1,108,1,2020,3,1144
285,1,105,1,2020,3,1145
286,1,89,1,2020,3,1146
287,1,100,1,2020,3,1147
288,1,111,1,2020,3,1148
289,1,102,1,2020,3,1149
290,1,114,1,2020,3,1150
291,1,111,1,2020,3,1151
292,1,112,1,2020,3,1152
293,1,103,1,2020,3,1153
294,1,113,1,2020,3,1154
295,1,105,1,2020,3,1155
296,1,99,1,2020,3,1156
297,1,115,1,2020,3,1157
298,1,107,1,2020,3,1158
299,1,100,1,2020,3,1159
300,1,101,1,2020,3,1200
301,1,95,1,2020,3,1201
302,1,95,1,2020,3,1202
303,1,107,1,2020,3,1203
304,1,99,1,2020,3,1204
305,1,117,1,2020,3,1205
306,1,96,1,2020,3,1206
307,1,110,1,2020,3,1207
308,1,100,1,2020,3,1208
309,1,100,1,2020,3,1209
310,1,105,1,2020,3,1210
311,1,101,1,2020,3,1211
312,1,99,1,2020,3,1212
313,1,92,1,2020,3,1213
314,1,104,1,2020,3,1214
315,1,100,1,2020,3,1215
316,1,111,1,2020,3,1216
317,1,102,1,2020,3,1217
318,1,100,1,2020,3,1218
319,1,101,1,2020,3,1219
320,1,100,1,2020,3,1220
321,1,98,1,2020,3,1221
322,1,107,1,2020,3,1222
323,1,96,1,2020,3,1223
324,1,119,1,2020,3,1224
325,1,102,1,2020,3,1225
326,1,105,1,2020,3,1226
327,1,94,1,2020,3,1227
328,1,104,1,2020,3,1228
329,1,107,1,2020,3,1229
330,1,104,1,2020,3,1230
331,1,106,1,2020,3,1231
332,1,102,1,2020,3,1232
333,1,103,1,2020,3,1233
334,1,110,1,2020,3,1234
335,1,106,1,2020,3,1235
336,1,93,1,2020,3,1236
337,1,89,1,2020,3,1237
338,1,105,1,2020,3,1238
339,1,102,1,2020,3,1239
340,1,92,1,2020,3,1240
341,1,114,1,2020,3,1241
342,1,92,1,2020,3,1242
343,1,111,1,2020,3,1243
344,1,112,1,2020,3,1244
345,1,111,1,2020,3,1245
346,1,103,1,2020,3,1246
347,1,98,1,2020,3,1247
348,1,106,1,2020,3,1248
349,1,109,1,2020,3,1249
350,1,107,1,2020,3,1250
351,1,109,1,2020,3,1251
352,1,113,1,2020,3,1252
353,1,105,1,2020,3,1253
354,1,100,1,2020,3,1254
355,1,104,1,2020,3,1255
356,1,98,1,2020,3,1256
357,1,109,1,2020,3,1257
358,1,108,1,2020,3,1258
359,1,95,1,2020,3,1259
360,1,110,1,2020,3,1300
361,1,99,1,2020,3,1301
362,1,95,1,2020,3,1302
363,1,99,1,2020,3,1303
364,1,84,1,2020,3,1304
365,1,113,1,2020,3,1305
366,1,107,1,2020,3,1306
367,1,111,1,2020,3,1307
368,1,102,1,2020,3,1308
369,1,123,1,2020,3,1309
370,1,107,1,2020,3,1310
371,1,106,1,2020,3,1311
372,1,109,1,2020,3,1312
373,1,102,1,2020,3,1313
374,1,99,1,2020,3,1314
375,1,112,1,2020,3,1315
376,1,115,1,2020,3,1316
377,1,92,1,2020,3,1317
378,1,103,1,2020,3,1318
379,1,102,1,2020,3,1319
380,1,93,1,2020,3,1320
381,1,112,1,2020,3,1321
382,1,107,1,2020,3,1322
383,1,110,1,2020,3,1323
384,1,108,1,2020,3,1324
385,1,107,1,2020,3,1325
386,1,100,1,2020,3,1326
387,1,91,1,2020,3,1327
388,1,112,1,2020,3,1328
389,1,113,1,2020,3,1329
390,1,113,1,2020,3,1330
391,1,104,1,2020,3,1331
392,1,102,1,2020,3,1332
393,1,107,1,2020,3,1333
394,1,95,1,2020,3,1334
395,1,102,1,2020,3,1335
396,1,114,1,2020,3,1336
397,1,102,1,2020,3,1337
398,1,106,1,2020,3,1338
399,1,113,1,2020,3,1339
400,1,106,1,2020,3,1340
401,1,112,1,2020,3,1341
402,1,104,1,2020,3,1342
403,1,110,1,2020,3,1343
404,1,108,1,2020,3,1344
405,1,106,1,2020,3,1345
406,1,99,1,2020,3,1346
407,1,100,1,2020,3,1347
408,1,99,1,2020,3,1348
409,1,115,1,2020,3,1349
410,1,104,1,2020,3,1350
411,1,111,1,2020,3,1351
412,1,101,1,2020,3,1352
413,1,101,1,2020,3,1353
414,1,107,1,2020,3,1354
415,1,105,1,2020,3,1355
416,1,104,1,2020,3,1356
417,1,90,1,2020,3,1357
418,1,110,1,2020,3,1358
419,1,93,1,2020,3,1359
420,1,86,1,2020,3,1400
421,1,102,1,2020,3,1401
422,1,96,1,2020,3,1402
423,1,107,1,2020,3,1403
424,1,97,1,2020,3,1404
425,1,102,1,2020,3,1405
426,1,105,1,2020,3,1406
427,1,108,1,2020,3,1407
428,1,109,1,2020,3,1408
429,1,95,1,2020,3,1409
430,1,111,1,2020,3,1410
431,1,99,1,2020,3,1411
432,1,116,1,2020,3,1412
433,1,99,1,2020,3,1413
434,1,110,1,2020,3,1414
435,1,104,1,2020,3,1415
436,1,107,1,2020,3,1416
437,1,104,1,2020,3,1417
438,1,102,1,2020,3,1418
439,1,102,1,2020,3,1419
440,1,103,1,2020,3,1420
441,1,87,1,2020,3,1421
442,1,111,1,2020,3,1422
443,1,100,1,2020,3,1423
444,1,92,1,2020,3,1424
445,1,102,1,2020,3,1425
446,1,106,1,2020,3,1426
447,1,98,1,2020,3,1427
448,1,104,1,2020,3,1428
449,1,89,1,2020,3,1429
450,1,100,1,2020,3,1430
451,1,99,1,2020,3,1431
452,1,108,1,2020,3,1432
453,1,99,1,2020,3,1433
454,1,97,1,2020,3,1434
455,1,98,1,2020,3,1435
456,1,97,1,2020,3,1436
457,1,107,1,2020,3,1437
458,1,100,1,2020,3,1438
459,1,101,1,2020,3,1439
460,1,106,1,2020,3,1440
461,1,103,1,2020,3,1441
462,1,105,1,2020,3,1442
463,1,114,1,2020,3,1443
464,1,101,1,2020,3,1444
465,1,100,1,2020,3,1445
466,1,107,1,2020,3,1446
467,1,99,1,2020,3,1447
468,1,111,1,2020,3,1448
469,1,108,1,2020,3,1449
470,1,102,1,2020,3,1450
471,1,112,1,2020,3,1451
472,1,112,1,2020,3,1452
473,1,112,1,2020,3,1453
474,1,113,1,2020,3,1454
475,1,101,1,2020,3,1455
476,1,107,1,2020,3,1456
477,1,114,1,2020,3,1457
478,1,107,1,2020,3,1458
479,1,110,1,2020,3,1459
480,1,104,1,2020,3,1500
481,1,108,1,2020,3,1501
482,1,106,1,2020,3,1502
483,1,101,1,2020,3,1503
484,1,102,1,2020,3,1504
485,1,103,1,2020,3,1505
486,1,122,1,2020,3,1506
487,1,97,1,2020,3,1507
488,1,102,1,2020,3,1508
489,1,103,1,2020,3,1509
490,1,105,1,2020,3,1510
491,1,102,1,2020,3,1511
492,1,100,1,2020,3,1512
493,1,110,1,2020,3,1513
494,1,101,1,2020,3,1514
495,1,102,1,2020,3,1515
496,1,91,1,2020,3,1516
497,1,97,1,2020,3,1517
498,1,100,1,2020,3,1518
499,1,100,1,2020,3,1519
500,1,105,1,2020,3,1520
501,1,101,1,2020,3,1521
502,1,109,1,2020,3,1522
503,1,94,1,2020,3,1523
504,1,102,1,2020,3,1524
505,1,98,1,2020,3,1525
506,1,95,1,2020,3,1526
507,1,110,1,2020,3,1527
508,1,103,1,2020,3,1528
509,1,108,1,2020,3,1529
510,1,102,1,2020,3,1530
511,1,101,1,2020,3,1531
512,1,116,1,2020,3,1532
513,1,103,1,2020,3,1533
514,1,109,1,2020,3,1534
515,1,115,1,2020,3,1535
516,1,103,1,2020,3,1536
517,1,98,1,2020,3,1537
518,1,117,1,2020,3,1538
519,1,108,1,2020,3,1539
520,1,99,1,2020,3,1540
521,1,101,1,2020,3,1541
522,1,109,1,2020,3,1542
523,1,108,1,2020,3,1543
524,1,111,1,2020,3,1544
525,1,105,1,2020,3,1545
526,1,110,1,2020,3,1546
527,1,100,1,2020,3,1547
528,1,106,1,2020,3,1548
529,1,111,1,2020,3,1549
530,1,118,1,2020,3,1550
531,1,110,1,2020,3,1551
532,1,99,1,2020,3,1552
533,1,108,1,2020,3,1553
534,1,113,1,2020,3,1554
535,1,103,1,2020,3,1555
536,1,103,1,2020,3,1556
537,1,101,1,2020,3,1557
538,1,113,1,2020,3,1558
539,1,99,1,2020,3,1559
540,1,112,1,2020,3,1600
541,1,125,1,2020,3,1601
542,1,102,1,2020,3,1602
543,1,102,1,2020,3,1603
544,1,104,1,2020,3,1604
545,1,93,1,2020,3,1605
546,1,101,1,2020,3,1606
547,1,96,1,2020,3,1607
548,1,108,1,2020,3,1608
549,1,106,1,2020,3,1609
550,1,113,1,2020,3,1610
551,1,123,1,2020,3,1611
552,1,98,1,2020,3,1612
553,1,111,1,2020,3,1613
554,1,102,1,2020,3,1614
555,1,99,1,2020,3,1615
556,1,113,1,2020,3,1616
557,1,115,1,2020,3,1617
558,1,109,1,2020,3,1618
559,1,97,1,2020,3,1619
560,1,112,1,2020,3,1620
561,1,93,1,2020,3,1621
562,1,103,1,2020,3,1622
563,1,105,1,2020,3,1623
564,1,115,1,2020,3,1624
565,1,100,1,2020,3,1625
566,1,103,1,2020,3,1626
567,1,99,1,2020,3,1627
568,1,100,1,2020,3,1628
569,1,117,1,2020,3,1629
570,1,87,1,2020,3,1630
571,1,107,1,2020,3,1631
572,1,111,1,2020,3,1632
573,1,99,1,2020,3,1633
574,1,102,1,2020,3,1634
575,1,110,1,2020,3,1635
576,1,98,1,2020,3,1636
577,1,100,1,2020,3,1637
578,1,95,1,2020,3,1638
579,1,99,1,2020,3,1639
580,1,102,1,2020,3,1640
581,1,104,1,2020,3,1641
582,1,106,1,2020,3,1642
583,1,112,1,2020,3,1643
584,1,101,1,2020,3,1644
585,1,112,1,2020,3,1645
586,1,103,1,2020,3,1646
587,1,93,1,2020,3,1647
588,1,103,1,2020,3,1648
589,1,102,1,2020,3,1649
590,1,111,1,2020,3,1650
591,1,91,1,2020,3,1651
592,1,105,1,2020,3,1652
593,1,111,1,2020,3,1653
594,1,108,1,2020,3,1654
595,1,119,1,2020,3,1655
596,1,99,1,2020,3,1656
597,1,102,1,2020,3,1657
598,1,102,1,2020,3,1658
599,1,94,1,2020,3,1659
600,1,101,1,2020,3,1700
601,1,105,1,2020,3,1701
602,1,101,1,2020,3,1702
603,1,106,1,2020,3,1703
604,1,109,1,2020,3,1704
605,1,105,1,2020,3,1705
606,1,106,1,2020,3,1706
607,1,97,1,2020,3,1707
608,1,110,1,2020,3,1708
609,1,98,1,2020,3,1709
610,1,106,1,2020,3,1710
611,1,112,1,2020,3,1711
612,1,112,1,2020,3,1712
613,1,110,1,2020,3,1713
614,1,108,1,2020,3,1714
615,1,107,1,2020,3,1715
616,1,116,1,2020,3,1716
617,1,102,1,2020,3,1717
618,1,107,1,2020,3,1718
619,1,97,1,2020,3,1719
620,1,95,1,2020,3,1720
621,1,114,1,2020,3,1721
622,1,111,1,2020,3,1722
623,1,103,1,2020,3,1723
624,1,105,1,2020,3,1724
625,1,114,1,2020,3,1725
626,1,111,1,2020,3,1726
627,1,117,1,2020,3,1727
628,1,118,1,2020,3,1728
629,1,90,1,2020,3,1729
630,1,106,1,2020,3,1730
631,1,103,1,2020,3,1731
632,1,103,1,2020,3,1732
633,1,116,1,2020,3,1733
634,1,108,1,2020,3,1734
635,1,112,1,2020,3,1735
636,1,98,1,2020,3,1736
637,1,98,1,2020,3,1737
638,1,102,1,2020,3,1738
639,1,99,1,2020,3,1739
640,1,104,1,2020,3,1740
641,1,105,1,2020,3,1741
642,1,99,1,2020,3,1742
643,1,112,1,2020,3,1743
644,1,98,1,2020,3,1744
645,1,106,1,2020,3,1745
646,1,106,1,2020,3,1746
647,1,105,1,2020,3,1747
648,1,113,1,2020,3,1748
649,1,105,1,2020,3,1749
650,1,103,1,2020,3,1750
651,1,97,1,2020,3,1751
652,1,117,1,2020,3,1752
653,1,107,1,2020,3,1753
654,1,101,1,2020,3,1754
655,1,104,1,2020,3,1755
656,1,99,1,2020,3,1756
657,1,107,1,2020,3,1757
658,1,101,1,2020,3,1758
659,1,94,1,2020,3,1759
660,1,113,1,2020,3,1800
661,1,112,1,2020,3,1801
662,1,117,1,2020,3,1802
663,1,97,1,2020,3,1803
664,1,108,1,2020,3,1804
665,1,100,1,2020,3,1805
666,1,106,1,2020,3,1806
667,1,107,1,2020,3,1807
668,1,107,1,2020,3,1808
669,1,94,1,2020,3,1809
670,1,92,1,2020,3,1810
671,1,97,1,2020,3,1811
672,1,105,1,2020,3,1812
673,1,106,1,2020,3,1813
674,1,116,1,2020,3,1814
675,1,110,1,2020,3,1815
676,1,107,1,2020,3,1816
677,1,115,1,2020,3,1817
678,1,105,1,2020,3,1818
679,1,90,1,2020,3,1819
680,1,107,1,2020,3,1820
681,1,114,1,2020,3,1821
682,1,98,1,2020,3,1822
683,1,100,1,2020,3,1823
684,1,103,1,2020,3,1824
685,1,98,1,2020,3,1825
686,1,101,1,2020,3,1826
687,1,116,1,2020,3,1827
688,1,100,1,2020,3,1828
689,1,97,1,2020,3,1829
690,1,107,1,2020,3,1830
691,1,101,1,2020,3,1831
692,1,102,1,2020,3,1832
693,1,109,1,2020,3,1833
694,1,108,1,2020,3,1834
695,1,107,1,2020,3,1835
696,1,88,1,2020,3,1836
697,1,107,1,2020,3,1837
698,1,113,1,2020,3,1838
699,1,110,1,2020,3,1839
700,1,116,1,2020,3,1840
701,1,102,1,2020,3,1841
702,1,107,1,2020,3,1842
703,1,109,1,2020,3,1843
704,1,98,1,2020,3,1844
705,1,105,1,2020,3,1845
706,1,99,1,2020,3,1846
707,1,99,1,2020,3,1847
708,1,102,1,2020,3,1848
709,1,107,1,2020,3,1849
710,1,89,1,2020,3,1850
711,1,96,1,2020,3,1851
712,1,96,1,2020,3,1852
713,1,112,1,2020,3,1853
714,1,95,1,2020,3,1854
715,1,101,1,2020,3,1855
716,1,114,1,2020,3,1856
717,1,102,1,2020,3,1857
718,1,111,1,2020,3,1858
719,1,111,1,2020,3,1859
720,1,109,1,2020,3,1900
721,1,110,1,2020,3,1901
722,1,98,1,2020,3,1902
723,1,102,1,2020,3,1903
724,1,100,1,2020,3,1904
725,1,120,1,2020,3,1905
726,1,107,1,2020,3,1906
727,1,101,1,2020,3,1907
728,1,101,1,2020,3,1908
729,1,116,1,2020,3,1909
730,1,106,1,2020,3,1910
731,1,101,1,2020,3,1911
732,1,101,1,2020,3,1912
733,1,121,1,2020,3,1913
734,1,103,1,2020,3,1914
735,1,109,1,2020,3,1915
736,1,98,1,2020,3,1916
737,1,104,1,2020,3,1917
738,1,118,1,2020,3,1918
739,1,100,1,2020,3,1919
740,1,95,1,2020,3,1920
741,1,94,1,2020,3,1921
742,1,109,1,2020,3,1922
743,1,101,1,2020,3,1923
744,1,96,1,2020,3,1924
745,1,116,1,2020,3,1925
746,1,108,1,2020,3,1926
747,1,97,1,2020,3,1927
748,1,102,1,2020,3,1928
749,1,98,1,2020,3,1929
750,1,101,1,2020,3,1930
751,1,101,1,2020,3,1931
752,1,106,1,2020,3,1932
753,1,94,1,2020,3,1933
754,1,103,1,2020,3,1934
755,1,110,1,2020,3,1935
756,1,109,1,2020,3,1936
757,1,112,1,2020,3,1937
758,1,109,1,2020,3,1938
759,1,109,1,2020,3,1939
760,1,103,1,2020,3,1940
761,1,110,1,2020,3,1941
762,1,96,1,2020,3,1942
763,1,98,1,2020,3,1943
764,1,107,1,2020,3,1944
765,1,110,1,2020,3,1945
766,1,109,1,2020,3,1946
767,1,116,1,2020,3,1947
768,1,100,1,2020,3,1948
769,1,112,1,2020,3,1949
770,1,104,1,2020,3,1950
771,1,109,1,2020,3,1951
772,1,104,1,2020,3,1952
773,1,110,1,2020,3,1953
774,1,95,1,2020,3,1954
775,1,112,1,2020,3,1955
776,1,109,1,2020,3,1956
777,1,110,1,2020,3,1957
778,1,101,1,2020,3,1958
779,1,103,1,2020,3,1959
780,1,105,1,2020,3,2000
781,1,111,1,2020,3,2001
782,1,106,1,2020,3,2002
783,1,114,1,2020,3,2003
784,1,104,1,2020,3,2004
785,1,96,1,2020,3,2005
786,1,104,1,2020,3,2006
787,1,127,1,2020,3,2007
788,1,100,1,2020,3,2008
789,1,115,1,2020,3,2009
790,1,104,1,2020,3,2010
791,1,99,1,2020,3,2011
792,1,105,1,2020,3,2012
793,1,98,1,2020,3,2013
794,1,106,1,2020,3,2014
795,1,113,1,2020,3,2015
796,1,107,1,2020,3,2016
797,1,93,1,2020,3,2017
798,1,113,1,2020,3,2018
799,1,108,1,2020,3,2019
800,1,102,1,2020,3,2020
801,1,112,1,2020,3,2021
802,1,106,1,2020,3,2022
803,1,114,1,2020,3,2023
804,1,107,1,2020,3,2024
805,1,119,1,2020,3,2025
806,1,115,1,2020,3,2026
807,1,116,1,2020,3,2027
808,1,96,1,2020,3,2028
809,1,104,1,2020,3,2029
810,1,95,1,2020,3,2030
811,1,100,1,2020,3,2031
812,1,96,1,2020,3,2032
813,1,96,1,2020,3,2033
814,1,91,1,2020,3,2034
815,1,90,1,2020,3,2035
816,1,103,1,2020,3,2036
817,1,115,1,2020,3,2037
818,1,106,1,2020,3,2038
819,1,93,1,2020,3,2039
820,1,108,1,2020,3,2040
821,1,115,1,2020,3,2041
822,1,103,1,2020,3,2042
823,1,106,1,2020,3,2043
824,1,104,1,2020,3,2044
825,1,107,1,2020,3,2045
826,1,94,1,2020,3,2046
827,1,107,1,2020,3,2047
828,1,92,1,2020,3,2048
829,1,100,1,2020,3,2049
830,1,105,1,2020,3,2050
831,1,100,1,2020,3,2051
832,1,116,1,2020,3,2052
833,1,102,1,2020,3,2053
834,1,107,1,2020,3,2054
835,1,98,1,2020,3,2055
836,1,115,1,2020,3,2056
837,1,99,1,2020,3,2057
838,1,101,1,2020,3,2058
839,1,101,1,2020,3,2059
840,1,115,1,2020,3,2100
841,1,107,1,2020,3,2101
842,1,101,1,2020,3,2102
843,1,106,1,2020,3,2103
844,1,104,1,2020,3,2104
845,1,103,1,2020,3,2105
846,1,110,1,2020,3,2106
847,1,97,1,2020,3,2107
848,1,100,1,2020,3,2108
849,1,100,1,2020,3,2109
850,1,98,1,2020,3,2110
851,1,105,1,2020,3,2111
852,1,115,1,2020,3,2112
853,1,102,1,2020,3,2113
854,1,91,1,2020,3,2114
855,1,106,1,2020,3,2115
856,1,105,1,2020,3,2116
857,1,100,1,2020,3,2117
858,1,99,1,2020,3,2118
859,1,89,1,2020,3,2119
860,1,105,1,2020,3,2120
861,1,104,1,2020,3,2121
862,1,98,1,2020,3,2122
863,1,100,1,2020,3,2123
864,1,103,1,2020,3,2124
865,1,106,1,2020,3,2125
866,1,117,1,2020,3,2126
867,1,102,1,2020,3,2127
868,1,102,1,2020,3,2128
869,1,105,1,2020,3,2129
870,1,108,1,2020,3,2130
871,1,107,1,2020,3,2131
872,1,91,1,2020,3,2132
873,1,112,1,2020,3,2133
874,1,107,1,2020,3,2134
875,1,110,1,2020,3,2135
876,1,101,1,2020,3,2136
877,1,97,1,2020,3,2137
878,1,93,1,2020,3,2138
879,1,102,1,2020,3,2139
880,1,111,1,2020,3,2140
881,1,113,1,2020,3,2141
